TIME_PERIOD;TYPE;UNIT;VALUE;;CONF_STATUS
2020-10;Solar;Percentage;0.915;;
2020-11;Solar;Percentage;0.488;;
2020-12;Solar;Percentage;0.355;;
2021-01;Solar;Percentage;0.222;;
2021-02;Solar;Percentage;0.876;;
2021-03;Solar;Percentage;1.837;;
2021-04;Solar;Percentage;2.820;;
2021-05;Solar;Percentage;3.798;;
2021-06;Solar;Percentage;5.082;;
2021-07;Solar;Percentage;4.145;;
2021-08;Solar;Percentage;3.482;;
2021-09;Solar;Percentage;3.125;;
2021-10;Solar;Percentage;2.481;;
2021-11;Solar;Percentage;0.875;;
2021-12;Solar;Percentage;0.373;;
2022-01;Solar;Percentage;0.633;;
2022-02;Solar;Percentage;1.777;;
2022-03;Solar;Percentage;5.006;;
2022-04;Solar;Percentage;5.163;;
2022-05;Solar;Percentage;7.974;;
2022-06;Solar;Percentage;9.419;;
2022-07;Solar;Percentage;8.958;;
2022-08;Solar;Percentage;8.464;;
2022-09;Solar;Percentage;5.976;;
2022-10;Solar;Percentage;4.591;;
2022-11;Solar;Percentage;1.802;;
2022-12;Solar;Percentage;1.279;;
2023-01;Solar;Percentage;0.836;;
2023-02;Solar;Percentage;2.399;;
2023-03;Solar;Percentage;5.196;;
2023-04;Solar;Percentage;8.459;;
2023-05;Solar;Percentage;13.712;;
2023-06;Solar;Percentage;15.211;;
2023-07;Solar;Percentage;15.170;;
2023-08;Solar;Percentage;11.858;;
2023-09;Solar;Percentage;12.655;;
2023-10;Solar;Percentage;5.518;;
2023-11;Solar;Percentage;2.302;;
2023-12;Solar;Percentage;0.950;;
2024-01;Solar;Percentage;1.472;;
2024-02;Solar;Percentage;3.187;;
2024-03;Solar;Percentage;8.425;;
2024-04;Solar;Percentage;11.946;;
2024-05;Solar;Percentage;19.709;;
2024-06;Solar;Percentage;17.796;;
2024-07;Solar;Percentage;18.381;;
2024-08;Solar;Percentage;17.065;;
2024-09;Solar;Percentage;12.905;;
2024-10;Solar;Percentage;7.91;;
2024-11;Solar;Percentage;2.562;;
2024-12;Solar;Percentage;1.607;;
2025-01;Solar;Percentage;2.457;;
2025-02;Solar;Percentage;6.108;;
2025-03;Solar;Percentage;12.568;;
2025-04;Solar;Percentage;19.313;;
2025-05;Solar;Percentage;21.054;;
2025-06;Solar;Percentage;23.221;;
2025-07;Solar;Percentage;20.709;;
2025-08;Solar;Percentage;22.601;;
2017-01;Solar thermal;Gigawatt-hour;0.000;;
2017-02;Solar thermal;Gigawatt-hour;0.000;;
2017-03;Solar thermal;Gigawatt-hour;0.000;;
2017-04;Solar thermal;Gigawatt-hour;0.000;;
2017-05;Solar thermal;Gigawatt-hour;0.000;;
2017-06;Solar thermal;Gigawatt-hour;0.000;;
2017-07;Solar thermal;Gigawatt-hour;0.000;;
2017-08;Solar thermal;Gigawatt-hour;0.000;;
2017-09;Solar thermal;Gigawatt-hour;0.000;;
2017-10;Solar thermal;Gigawatt-hour;0.000;;
2017-11;Solar thermal;Gigawatt-hour;0.000;;
2017-12;Solar thermal;Gigawatt-hour;0.000;;
2018-01;Solar thermal;Gigawatt-hour;0.000;;
2018-02;Solar thermal;Gigawatt-hour;0.000;;
2018-03;Solar thermal;Gigawatt-hour;0.000;;
2018-04;Solar thermal;Gigawatt-hour;0.000;;
2018-05;Solar thermal;Gigawatt-hour;0.000;;
2018-06;Solar thermal;Gigawatt-hour;0.000;;
2018-07;Solar thermal;Gigawatt-hour;0.000;;
2018-08;Solar thermal;Gigawatt-hour;0.000;;
2018-09;Solar thermal;Gigawatt-hour;0.000;;
2018-10;Solar thermal;Gigawatt-hour;0.000;;
2018-11;Solar thermal;Gigawatt-hour;0.000;;
2018-12;Solar thermal;Gigawatt-hour;0.000;;
2019-01;Solar thermal;Gigawatt-hour;0.000;;
2019-02;Solar thermal;Gigawatt-hour;0.000;;
2019-03;Solar thermal;Gigawatt-hour;0.000;;
2019-04;Solar thermal;Gigawatt-hour;0.000;;
2019-05;Solar thermal;Gigawatt-hour;0.000;;
2019-06;Solar thermal;Gigawatt-hour;0.000;;
2019-07;Solar thermal;Gigawatt-hour;0.000;;
2019-08;Solar thermal;Gigawatt-hour;0.000;;
2019-09;Solar thermal;Gigawatt-hour;0.000;;
2019-10;Solar thermal;Gigawatt-hour;0.000;;
2019-11;Solar thermal;Gigawatt-hour;0.000;;
2019-12;Solar thermal;Gigawatt-hour;0.000;;
2020-01;Solar thermal;Gigawatt-hour;0.000;;
2020-02;Solar thermal;Gigawatt-hour;0.000;;
2020-03;Solar thermal;Gigawatt-hour;0.000;;
2020-04;Solar thermal;Gigawatt-hour;0.000;;
2020-05;Solar thermal;Gigawatt-hour;0.000;;
2020-06;Solar thermal;Gigawatt-hour;0.000;;
2020-07;Solar thermal;Gigawatt-hour;0.000;;
2020-08;Solar thermal;Gigawatt-hour;0.000;;
2020-09;Solar thermal;Gigawatt-hour;0.000;;
2020-10;Solar thermal;Gigawatt-hour;0.000;;
2020-11;Solar thermal;Gigawatt-hour;0.000;;
2020-12;Solar thermal;Gigawatt-hour;0.000;;
2021-01;Solar thermal;Gigawatt-hour;0.000;;
2021-02;Solar thermal;Gigawatt-hour;0.000;;
2021-03;Solar thermal;Gigawatt-hour;0.000;;
2021-04;Solar thermal;Gigawatt-hour;0.000;;
2021-05;Solar thermal;Gigawatt-hour;0.000;;
2021-06;Solar thermal;Gigawatt-hour;0.000;;
2021-07;Solar thermal;Gigawatt-hour;0.000;;
2021-08;Solar thermal;Gigawatt-hour;0.000;;
2021-09;Solar thermal;Gigawatt-hour;0.000;;
2021-10;Solar thermal;Gigawatt-hour;0.000;;
2021-11;Solar thermal;Gigawatt-hour;0.000;;
2021-12;Solar thermal;Gigawatt-hour;0.000;;
2022-01;Solar thermal;Gigawatt-hour;0.000;;
2022-02;Solar thermal;Gigawatt-hour;0.000;;
2022-03;Solar thermal;Gigawatt-hour;0.000;;
2022-04;Solar thermal;Gigawatt-hour;0.000;;
2022-05;Solar thermal;Gigawatt-hour;0.000;;
2022-06;Solar thermal;Gigawatt-hour;0.000;;
2022-07;Solar thermal;Gigawatt-hour;0.000;;
2022-08;Solar thermal;Gigawatt-hour;0.000;;
2022-09;Solar thermal;Gigawatt-hour;0.000;;
2022-10;Solar thermal;Gigawatt-hour;0.000;;
2022-11;Solar thermal;Gigawatt-hour;0.000;;
2022-12;Solar thermal;Gigawatt-hour;0.000;;
2023-01;Solar thermal;Gigawatt-hour;0.000;;
2023-02;Solar thermal;Gigawatt-hour;0.000;;
2023-03;Solar thermal;Gigawatt-hour;0.000;;
2023-04;Solar thermal;Gigawatt-hour;0.000;;
2023-05;Solar thermal;Gigawatt-hour;0.000;;
2023-06;Solar thermal;Gigawatt-hour;0.000;;
2023-07;Solar thermal;Gigawatt-hour;0.000;;
2023-08;Solar thermal;Gigawatt-hour;0.000;;
2023-09;Solar thermal;Gigawatt-hour;0.000;;
2023-10;Solar thermal;Gigawatt-hour;0.000;;
2023-11;Solar thermal;Gigawatt-hour;0.000;;
2023-12;Solar thermal;Gigawatt-hour;0.000;;
2024-01;Solar thermal;Gigawatt-hour;0;;
2024-02;Solar thermal;Gigawatt-hour;0;;
2024-03;Solar thermal;Gigawatt-hour;0;;
2024-04;Solar thermal;Gigawatt-hour;0;;
2024-05;Solar thermal;Gigawatt-hour;0;;
2024-06;Solar thermal;Gigawatt-hour;0;;
2024-07;Solar thermal;Gigawatt-hour;0;;
2024-08;Solar thermal;Gigawatt-hour;0;;
2024-09;Solar thermal;Gigawatt-hour;0;;
2024-10;Solar thermal;Gigawatt-hour;0;;
2024-11;Solar thermal;Gigawatt-hour;0;;
2024-12;Solar thermal;Gigawatt-hour;0;;
2025-01;Solar thermal;Gigawatt-hour;0;;
2025-02;Solar thermal;Gigawatt-hour;0;;
2025-03;Solar thermal;Gigawatt-hour;0;;
2025-04;Solar thermal;Gigawatt-hour;0.000;;
2025-05;Solar thermal;Gigawatt-hour;0.000;;
2025-06;Solar thermal;Gigawatt-hour;0.000;;
2025-07;Solar thermal;Gigawatt-hour;0.000;;
2025-08;Solar thermal;Gigawatt-hour;0.000;;
2017-01;Solar thermal;Percentage;0.000;;
2017-02;Solar thermal;Percentage;0.000;;
2017-03;Solar thermal;Percentage;0.000;;
2017-04;Solar thermal;Percentage;0.000;;
2017-05;Solar thermal;Percentage;0.000;;
2017-06;Solar thermal;Percentage;0.000;;
2017-07;Solar thermal;Percentage;0.000;;
2017-08;Solar thermal;Percentage;0.000;;
2017-09;Solar thermal;Percentage;0.000;;
2017-10;Solar thermal;Percentage;0.000;;
2017-11;Solar thermal;Percentage;0.000;;
2017-12;Solar thermal;Percentage;0.000;;
2018-01;Solar thermal;Percentage;0.000;;
2018-02;Solar thermal;Percentage;0.000;;
2018-03;Solar thermal;Percentage;0.000;;
2018-04;Solar thermal;Percentage;0.000;;
2018-05;Solar thermal;Percentage;0.000;;
2018-06;Solar thermal;Percentage;0.000;;
2018-07;Solar thermal;Percentage;0.000;;
2018-08;Solar thermal;Percentage;0.000;;
2018-09;Solar thermal;Percentage;0.000;;
2018-10;Solar thermal;Percentage;0.000;;
2018-11;Solar thermal;Percentage;0.000;;
2018-12;Solar thermal;Percentage;0.000;;
2019-01;Solar thermal;Percentage;0.000;;
2019-02;Solar thermal;Percentage;0.000;;
2019-03;Solar thermal;Percentage;0.000;;
2019-04;Solar thermal;Percentage;0.000;;
2019-05;Solar thermal;Percentage;0.000;;
2019-06;Solar thermal;Percentage;0.000;;
2019-07;Solar thermal;Percentage;0.000;;
2019-08;Solar thermal;Percentage;0.000;;
2019-09;Solar thermal;Percentage;0.000;;
2019-10;Solar thermal;Percentage;0.000;;
2019-11;Solar thermal;Percentage;0.000;;
2019-12;Solar thermal;Percentage;0.000;;
2020-01;Solar thermal;Percentage;0.000;;
2020-02;Solar thermal;Percentage;0.000;;
2020-03;Solar thermal;Percentage;0.000;;
2020-04;Solar thermal;Percentage;0.000;;
2020-05;Solar thermal;Percentage;0.000;;
2020-06;Solar thermal;Percentage;0.000;;
2020-07;Solar thermal;Percentage;0.000;;
2020-08;Solar thermal;Percentage;0.000;;
2020-09;Solar thermal;Percentage;0.000;;
2020-10;Solar thermal;Percentage;0.000;;
2020-11;Solar thermal;Percentage;0.000;;
2020-12;Solar thermal;Percentage;0.000;;
2021-01;Solar thermal;Percentage;0.000;;
2021-02;Solar thermal;Percentage;0.000;;
2021-03;Solar thermal;Percentage;0.000;;
2021-04;Solar thermal;Percentage;0.000;;
2021-05;Solar thermal;Percentage;0.000;;
2021-06;Solar thermal;Percentage;0.000;;
2021-07;Solar thermal;Percentage;0.000;;
2021-08;Solar thermal;Percentage;0.000;;
2021-09;Solar thermal;Percentage;0.000;;
2021-10;Solar thermal;Percentage;0.000;;
2021-11;Solar thermal;Percentage;0.000;;
2021-12;Solar thermal;Percentage;0.000;;
2022-01;Solar thermal;Percentage;0.000;;
2022-02;Solar thermal;Percentage;0.000;;
2022-03;Solar thermal;Percentage;0.000;;
2022-04;Solar thermal;Percentage;0.000;;
2022-05;Solar thermal;Percentage;0.000;;
2022-06;Solar thermal;Percentage;0.000;;
2022-07;Solar thermal;Percentage;0.000;;
2022-08;Solar thermal;Percentage;0.000;;
2022-09;Solar thermal;Percentage;0.000;;
2022-10;Solar thermal;Percentage;0.000;;
2022-11;Solar thermal;Percentage;0.000;;
2022-12;Solar thermal;Percentage;0.000;;
2023-01;Solar thermal;Percentage;0.000;;
2023-02;Solar thermal;Percentage;0.000;;
2023-03;Solar thermal;Percentage;0.000;;
2023-04;Solar thermal;Percentage;0.000;;
2023-05;Solar thermal;Percentage;0.000;;
2023-06;Solar thermal;Percentage;0.000;;
2023-07;Solar thermal;Percentage;0.000;;
2023-08;Solar thermal;Percentage;0.000;;
2023-09;Solar thermal;Percentage;0.000;;
2023-10;Solar thermal;Percentage;0.000;;
2023-11;Solar thermal;Percentage;0.000;;
2023-12;Solar thermal;Percentage;0.000;;
2024-01;Solar thermal;Percentage;0;;
2024-02;Solar thermal;Percentage;0;;
2024-03;Solar thermal;Percentage;0;;
2024-04;Solar thermal;Percentage;0;;
2024-05;Solar thermal;Percentage;0;;
2024-06;Solar thermal;Percentage;0;;
2024-07;Solar thermal;Percentage;0;;
2024-08;Solar thermal;Percentage;0;;
2024-09;Solar thermal;Percentage;0;;
2024-10;Solar thermal;Percentage;0;;
2024-11;Solar thermal;Percentage;0;;
2024-12;Solar thermal;Percentage;0;;
2025-01;Solar thermal;Percentage;0;;
2025-02;Solar thermal;Percentage;0;;
2025-03;Solar thermal;Percentage;0;;
2025-04;Solar thermal;Percentage;0.000;;
2025-05;Solar thermal;Percentage;0.000;;
2025-06;Solar thermal;Percentage;0.000;;
2025-07;Solar thermal;Percentage;0.000;;
2025-08;Solar thermal;Percentage;0.000;;
2017-01;Solar photovoltaic;Gigawatt-hour;3.456;;
2017-02;Solar photovoltaic;Gigawatt-hour;5.575;;
2017-03;Solar photovoltaic;Gigawatt-hour;11.500;;
2017-04;Solar photovoltaic;Gigawatt-hour;14.935;;
2017-05;Solar photovoltaic;Gigawatt-hour;22.280;;
2017-06;Solar photovoltaic;Gigawatt-hour;27.203;;
2017-07;Solar photovoltaic;Gigawatt-hour;22.313;;
2017-08;Solar photovoltaic;Gigawatt-hour;22.161;;
2017-09;Solar photovoltaic;Gigawatt-hour;14.796;;
2017-10;Solar photovoltaic;Gigawatt-hour;9.459;;
2017-11;Solar photovoltaic;Gigawatt-hour;4.739;;
2017-12;Solar photovoltaic;Gigawatt-hour;4.700;;
2018-01;Solar photovoltaic;Gigawatt-hour;4.165;;
2018-02;Solar photovoltaic;Gigawatt-hour;7.699;;
2018-03;Solar photovoltaic;Gigawatt-hour;16.895;;
2018-04;Solar photovoltaic;Gigawatt-hour;33.423;;
2018-05;Solar photovoltaic;Gigawatt-hour;42.563;;
2018-06;Solar photovoltaic;Gigawatt-hour;37.920;;
2018-07;Solar photovoltaic;Gigawatt-hour;39.212;;
2018-08;Solar photovoltaic;Gigawatt-hour;41.184;;
2018-09;Solar photovoltaic;Gigawatt-hour;35.304;;
2018-10;Solar photovoltaic;Gigawatt-hour;23.811;;
2018-11;Solar photovoltaic;Gigawatt-hour;11.683;;
2018-12;Solar photovoltaic;Gigawatt-hour;4.573;;
2019-01;Solar photovoltaic;Gigawatt-hour;6.471;;
2019-02;Solar photovoltaic;Gigawatt-hour;23.593;;
2019-03;Solar photovoltaic;Gigawatt-hour;40.783;;
2019-04;Solar photovoltaic;Gigawatt-hour;73.198;;
2019-05;Solar photovoltaic;Gigawatt-hour;67.757;;
2019-06;Solar photovoltaic;Gigawatt-hour;124.437;;
2019-07;Solar photovoltaic;Gigawatt-hour;94.358;;
2019-08;Solar photovoltaic;Gigawatt-hour;100.849;;
2019-09;Solar photovoltaic;Gigawatt-hour;77.399;;
2019-10;Solar photovoltaic;Gigawatt-hour;62.217;;
2019-11;Solar photovoltaic;Gigawatt-hour;25.791;;
2019-12;Solar photovoltaic;Gigawatt-hour;25.834;;
2020-01;Solar photovoltaic;Gigawatt-hour;25.285;;
2020-02;Solar photovoltaic;Gigawatt-hour;46.585;;
2020-03;Solar photovoltaic;Gigawatt-hour;181.627;;
2020-04;Solar photovoltaic;Gigawatt-hour;253.654;;
2020-05;Solar photovoltaic;Gigawatt-hour;208.766;;
2020-06;Solar photovoltaic;Gigawatt-hour;228.158;;
2020-07;Solar photovoltaic;Gigawatt-hour;280.972;;
2020-08;Solar photovoltaic;Gigawatt-hour;277.560;;
2020-09;Solar photovoltaic;Gigawatt-hour;236.851;;
2020-10;Solar photovoltaic;Gigawatt-hour;115.253;;
2020-11;Solar photovoltaic;Gigawatt-hour;62.008;;
2020-12;Solar photovoltaic;Gigawatt-hour;48.100;;
2021-01;Solar photovoltaic;Gigawatt-hour;31.785;;
2021-02;Solar photovoltaic;Gigawatt-hour;112.280;;
2021-03;Solar photovoltaic;Gigawatt-hour;243.922;;
2021-04;Solar photovoltaic;Gigawatt-hour;355.773;;
2021-05;Solar photovoltaic;Gigawatt-hour;468.194;;
2021-06;Solar photovoltaic;Gigawatt-hour;633.323;;
2021-07;Solar photovoltaic;Gigawatt-hour;554.189;;
2021-08;Solar photovoltaic;Gigawatt-hour;459.867;;
2021-09;Solar photovoltaic;Gigawatt-hour;435.331;;
2021-10;Solar photovoltaic;Gigawatt-hour;363.448;;
2021-11;Solar photovoltaic;Gigawatt-hour;127.920;;
2021-12;Solar photovoltaic;Gigawatt-hour;58.480;;
2022-01;Solar photovoltaic;Gigawatt-hour;95.411;;
2022-02;Solar photovoltaic;Gigawatt-hour;240.630;;
2022-03;Solar photovoltaic;Gigawatt-hour;744.281;;
2022-04;Solar photovoltaic;Gigawatt-hour;701.463;;
2022-05;Solar photovoltaic;Gigawatt-hour;1046.839;;
2022-06;Solar photovoltaic;Gigawatt-hour;1190.560;;
2022-07;Solar photovoltaic;Gigawatt-hour;1142.000;;
2022-08;Solar photovoltaic;Gigawatt-hour;1093.148;;
2022-09;Solar photovoltaic;Gigawatt-hour;748.320;;
2022-10;Solar photovoltaic;Gigawatt-hour;605.678;;
2022-11;Solar photovoltaic;Gigawatt-hour;249.017;;
2022-12;Solar photovoltaic;Gigawatt-hour;189.937;;
2023-01;Solar photovoltaic;Gigawatt-hour;118.565;;
2023-02;Solar photovoltaic;Gigawatt-hour;312.490;;
2023-03;Solar photovoltaic;Gigawatt-hour;705.666;;
2023-04;Solar photovoltaic;Gigawatt-hour;999.587;;
2023-05;Solar photovoltaic;Gigawatt-hour;1609.857;;
2023-06;Solar photovoltaic;Gigawatt-hour;1672.251;;
2023-07;Solar photovoltaic;Gigawatt-hour;1750.863;;
2023-08;Solar photovoltaic;Gigawatt-hour;1419.501;;
2023-09;Solar photovoltaic;Gigawatt-hour;1515.716;;
2023-10;Solar photovoltaic;Gigawatt-hour;740.815;;
2023-11;Solar photovoltaic;Gigawatt-hour;316.506;;
2023-12;Solar photovoltaic;Gigawatt-hour;138.491;;
2024-01;Solar photovoltaic;Gigawatt-hour;213.173;;
2024-02;Solar photovoltaic;Gigawatt-hour;404.194;;
2024-03;Solar photovoltaic;Gigawatt-hour;1118.415;;
2024-04;Solar photovoltaic;Gigawatt-hour;1439.896;;
2024-05;Solar photovoltaic;Gigawatt-hour;2317.154;;
2024-06;Solar photovoltaic;Gigawatt-hour;2027.857;;
2024-07;Solar photovoltaic;Gigawatt-hour;2192.297;;
2024-08;Solar photovoltaic;Gigawatt-hour;2130.739;;
2024-09;Solar photovoltaic;Gigawatt-hour;1624.847;;
2024-10;Solar photovoltaic;Gigawatt-hour;1038.115;;
2024-11;Solar photovoltaic;Gigawatt-hour;357.782;;
2024-12;Solar photovoltaic;Gigawatt-hour;235.275;;
2025-01;Solar photovoltaic;Gigawatt-hour;381.923;;
2025-02;Solar photovoltaic;Gigawatt-hour;847.165;;
2025-03;Solar photovoltaic;Gigawatt-hour;1751.665;;
2025-04;Solar photovoltaic;Gigawatt-hour;2483.553;;
2025-05;Solar photovoltaic;Gigawatt-hour;2591.845;;
2025-06;Solar photovoltaic;Gigawatt-hour;2859.369;;
2025-07;Solar photovoltaic;Gigawatt-hour;2630.197;;
2025-08;Solar photovoltaic;Gigawatt-hour;2716.712;;
2017-01;Solar photovoltaic;Percentage;0.023;;
2017-02;Solar photovoltaic;Percentage;0.042;;
2017-03;Solar photovoltaic;Percentage;0.088;;
2017-04;Solar photovoltaic;Percentage;0.123;;
2017-05;Solar photovoltaic;Percentage;0.183;;
2017-06;Solar photovoltaic;Percentage;0.230;;
2017-07;Solar photovoltaic;Percentage;0.182;;
2017-08;Solar photovoltaic;Percentage;0.180;;
2017-09;Solar photovoltaic;Percentage;0.120;;
2017-10;Solar photovoltaic;Percentage;0.072;;
2017-11;Solar photovoltaic;Percentage;0.035;;
2017-12;Solar photovoltaic;Percentage;0.035;;
2018-01;Solar photovoltaic;Percentage;0.030;;
2018-02;Solar photovoltaic;Percentage;0.060;;
2018-03;Solar photovoltaic;Percentage;0.122;;
2018-04;Solar photovoltaic;Percentage;0.287;;
2018-05;Solar photovoltaic;Percentage;0.363;;
2018-06;Solar photovoltaic;Percentage;0.318;;
2018-07;Solar photovoltaic;Percentage;0.304;;
2018-08;Solar photovoltaic;Percentage;0.322;;
2018-09;Solar photovoltaic;Percentage;0.288;;
2018-10;Solar photovoltaic;Percentage;0.181;;
2018-11;Solar photovoltaic;Percentage;0.088;;
2018-12;Solar photovoltaic;Percentage;0.033;;
2019-01;Solar photovoltaic;Percentage;0.045;;
2019-02;Solar photovoltaic;Percentage;0.191;;
2019-03;Solar photovoltaic;Percentage;0.317;;
2019-04;Solar photovoltaic;Percentage;0.619;;
2019-05;Solar photovoltaic;Percentage;0.564;;
2019-06;Solar photovoltaic;Percentage;1.067;;
2019-07;Solar photovoltaic;Percentage;0.792;;
2019-08;Solar photovoltaic;Percentage;0.844;;
2019-09;Solar photovoltaic;Percentage;0.664;;
2019-10;Solar photovoltaic;Percentage;0.496;;
2019-11;Solar photovoltaic;Percentage;0.210;;
2019-12;Solar photovoltaic;Percentage;0.197;;
2020-01;Solar photovoltaic;Percentage;0.188;;
2020-02;Solar photovoltaic;Percentage;0.372;;
2020-03;Solar photovoltaic;Percentage;1.474;;
2020-04;Solar photovoltaic;Percentage;2.412;;
2020-05;Solar photovoltaic;Percentage;1.974;;
2020-06;Solar photovoltaic;Percentage;2.185;;
2020-07;Solar photovoltaic;Percentage;2.492;;
2020-08;Solar photovoltaic;Percentage;2.443;;
2020-09;Solar photovoltaic;Percentage;2.049;;
2020-10;Solar photovoltaic;Percentage;0.915;;
2020-11;Solar photovoltaic;Percentage;0.488;;
2020-12;Solar photovoltaic;Percentage;0.355;;
2021-01;Solar photovoltaic;Percentage;0.222;;
2021-02;Solar photovoltaic;Percentage;0.876;;
2021-03;Solar photovoltaic;Percentage;1.837;;
2021-04;Solar photovoltaic;Percentage;2.820;;
2021-05;Solar photovoltaic;Percentage;3.798;;
2021-06;Solar photovoltaic;Percentage;5.082;;
2021-07;Solar photovoltaic;Percentage;4.145;;
2021-08;Solar photovoltaic;Percentage;3.482;;
2021-09;Solar photovoltaic;Percentage;3.125;;
2021-10;Solar photovoltaic;Percentage;2.481;;
2021-11;Solar photovoltaic;Percentage;0.875;;
2021-12;Solar photovoltaic;Percentage;0.373;;
2022-01;Solar photovoltaic;Percentage;0.633;;
2022-02;Solar photovoltaic;Percentage;1.777;;
2022-03;Solar photovoltaic;Percentage;5.006;;
2022-04;Solar photovoltaic;Percentage;5.163;;
2022-05;Solar photovoltaic;Percentage;7.974;;
2022-06;Solar photovoltaic;Percentage;9.419;;
2022-07;Solar photovoltaic;Percentage;8.958;;
2022-08;Solar photovoltaic;Percentage;8.464;;
2022-09;Solar photovoltaic;Percentage;5.976;;
2022-10;Solar photovoltaic;Percentage;4.591;;
2022-11;Solar photovoltaic;Percentage;1.802;;
2022-12;Solar photovoltaic;Percentage;1.279;;
2023-01;Solar photovoltaic;Percentage;0.836;;
2023-02;Solar photovoltaic;Percentage;2.399;;
2023-03;Solar photovoltaic;Percentage;5.196;;
2023-04;Solar photovoltaic;Percentage;8.459;;
2023-05;Solar photovoltaic;Percentage;13.712;;
2023-06;Solar photovoltaic;Percentage;15.211;;
2023-07;Solar photovoltaic;Percentage;15.170;;
2023-08;Solar photovoltaic;Percentage;11.858;;
2023-09;Solar photovoltaic;Percentage;12.655;;
2023-10;Solar photovoltaic;Percentage;5.518;;
2023-11;Solar photovoltaic;Percentage;2.302;;
2023-12;Solar photovoltaic;Percentage;0.950;;
2024-01;Solar photovoltaic;Percentage;1.472;;
2024-02;Solar photovoltaic;Percentage;3.187;;
2024-03;Solar photovoltaic;Percentage;8.425;;
2024-04;Solar photovoltaic;Percentage;11.946;;
2024-05;Solar photovoltaic;Percentage;19.709;;
2024-06;Solar photovoltaic;Percentage;17.796;;
2024-07;Solar photovoltaic;Percentage;18.381;;
2024-08;Solar photovoltaic;Percentage;17.065;;
2024-09;Solar photovoltaic;Percentage;12.905;;
2024-10;Solar photovoltaic;Percentage;7.91;;
2024-11;Solar photovoltaic;Percentage;2.562;;
2024-12;Solar photovoltaic;Percentage;1.607;;
2025-01;Solar photovoltaic;Percentage;2.457;;
2025-02;Solar photovoltaic;Percentage;6.108;;
2025-03;Solar photovoltaic;Percentage;12.568;;
2025-04;Solar photovoltaic;Percentage;19.313;;
2025-05;Solar photovoltaic;Percentage;21.054;;
2025-06;Solar photovoltaic;Percentage;23.221;;
2025-07;Solar photovoltaic;Percentage;20.709;;
2025-08;Solar photovoltaic;Percentage;22.601;;
2017-01;Other renewable energies;Gigawatt-hour;0.000;;
2017-02;Other renewable energies;Gigawatt-hour;0.000;;
2017-03;Other renewable energies;Gigawatt-hour;0.000;;
2017-04;Other renewable energies;Gigawatt-hour;0.000;;
2017-05;Other renewable energies;Gigawatt-hour;0.000;;
2017-06;Other renewable energies;Gigawatt-hour;0.000;;
2017-07;Other renewable energies;Gigawatt-hour;0.000;;
2017-08;Other renewable energies;Gigawatt-hour;0.000;;
2017-09;Other renewable energies;Gigawatt-hour;0.000;;
2017-10;Other renewable energies;Gigawatt-hour;0.000;;
2017-11;Other renewable energies;Gigawatt-hour;0.000;;
2017-12;Other renewable energies;Gigawatt-hour;0.000;;
2018-01;Other renewable energies;Gigawatt-hour;0.000;;
2018-02;Other renewable energies;Gigawatt-hour;0.000;;
2018-03;Other renewable energies;Gigawatt-hour;0.000;;
2018-04;Other renewable energies;Gigawatt-hour;0.000;;
2018-05;Other renewable energies;Gigawatt-hour;0.000;;
2018-06;Other renewable energies;Gigawatt-hour;0.000;;
2018-07;Other renewable energies;Gigawatt-hour;0.000;;
2018-08;Other renewable energies;Gigawatt-hour;0.000;;
2018-09;Other renewable energies;Gigawatt-hour;0.000;;
2018-10;Other renewable energies;Gigawatt-hour;0.000;;
2018-11;Other renewable energies;Gigawatt-hour;0.000;;
2018-12;Other renewable energies;Gigawatt-hour;0.000;;
2019-01;Other renewable energies;Gigawatt-hour;0.000;;
2019-02;Other renewable energies;Gigawatt-hour;0.000;;
2019-03;Other renewable energies;Gigawatt-hour;0.000;;
2019-04;Other renewable energies;Gigawatt-hour;0.000;;
2019-05;Other renewable energies;Gigawatt-hour;0.000;;
2019-06;Other renewable energies;Gigawatt-hour;0.000;;
2019-07;Other renewable energies;Gigawatt-hour;0.000;;
2019-08;Other renewable energies;Gigawatt-hour;0.000;;
2019-09;Other renewable energies;Gigawatt-hour;0.000;;
2019-10;Other renewable energies;Gigawatt-hour;0.000;;
2019-11;Other renewable energies;Gigawatt-hour;0.000;;
2019-12;Other renewable energies;Gigawatt-hour;0.000;;
2020-01;Other renewable energies;Gigawatt-hour;0.000;;
2020-02;Other renewable energies;Gigawatt-hour;0.000;;
2020-03;Other renewable energies;Gigawatt-hour;0.000;;
2020-04;Other renewable energies;Gigawatt-hour;0.000;;
2020-05;Other renewable energies;Gigawatt-hour;0.000;;
2020-06;Other renewable energies;Gigawatt-hour;0.000;;
2020-07;Other renewable energies;Gigawatt-hour;0.000;;
2020-08;Other renewable energies;Gigawatt-hour;0.000;;
2020-09;Other renewable energies;Gigawatt-hour;0.000;;
2020-10;Other renewable energies;Gigawatt-hour;0.000;;
2020-11;Other renewable energies;Gigawatt-hour;0.000;;
2020-12;Other renewable energies;Gigawatt-hour;0.000;;
2021-01;Other renewable energies;Gigawatt-hour;0.000;;
2021-02;Other renewable energies;Gigawatt-hour;0.000;;
2021-03;Other renewable energies;Gigawatt-hour;0.000;;
2021-04;Other renewable energies;Gigawatt-hour;0.000;;
2021-05;Other renewable energies;Gigawatt-hour;0.000;;
2021-06;Other renewable energies;Gigawatt-hour;0.000;;
