TIME_PERIOD;TYPE;UNIT;VALUE;;CONF_STATUS
2023-02;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2023-03;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2023-04;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2023-05;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2023-06;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2023-07;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2023-08;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2023-09;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2023-10;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2023-11;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2023-12;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2024-01;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2024-02;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2024-03;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2024-04;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2024-05;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2024-06;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2024-07;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2024-08;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2024-09;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2024-10;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2024-11;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2024-12;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2025-01;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2025-02;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2025-03;Nuclear fuels and other fuels n.e.c.;Percentage;0;;
2025-04;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2025-05;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2025-06;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2025-07;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2025-08;Nuclear fuels and other fuels n.e.c.;Percentage;0.000;;
2017-10;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;0.000;;
2018-11;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;0.000;;
2019-11;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;0.000;;
2022-04;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;0.000;;
2024-07;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2024-08;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2024-09;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2024-10;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2024-11;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2024-12;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2025-01;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2025-02;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2025-03;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2025-04;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2025-05;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2025-06;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2025-07;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2025-08;Oil and petroleum products (excluding biofuel portion);Gigawatt-hour;;;C
2017-10;Oil and petroleum products (excluding biofuel portion);Percentage;0.000;;
2018-11;Oil and petroleum products (excluding biofuel portion);Percentage;0.000;;
2019-11;Oil and petroleum products (excluding biofuel portion);Percentage;0.000;;
2022-04;Oil and petroleum products (excluding biofuel portion);Percentage;0.000;;
2024-07;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2024-08;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2024-09;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2024-10;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2024-11;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2024-12;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2025-01;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2025-02;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2025-03;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2025-04;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2025-05;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2025-06;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2025-07;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2025-08;Oil and petroleum products (excluding biofuel portion);Percentage;;;C
2017-01;Renewables and biofuels;Gigawatt-hour;1843.367;;
2017-02;Renewables and biofuels;Gigawatt-hour;1913.884;;
2017-03;Renewables and biofuels;Gigawatt-hour;2019.402;;
2017-04;Renewables and biofuels;Gigawatt-hour;2090.000;;
2017-05;Renewables and biofuels;Gigawatt-hour;1661.280;;
2017-06;Renewables and biofuels;Gigawatt-hour;1730.509;;
2017-07;Renewables and biofuels;Gigawatt-hour;1290.068;;
2017-08;Renewables and biofuels;Gigawatt-hour;1439.142;;
2017-09;Renewables and biofuels;Gigawatt-hour;1741.531;;
2017-10;Renewables and biofuels;Gigawatt-hour;2412.960;;
2017-11;Renewables and biofuels;Gigawatt-hour;2112.874;;
2017-12;Renewables and biofuels;Gigawatt-hour;2499.740;;
2018-01;Renewables and biofuels;Gigawatt-hour;2423.211;;
2018-02;Renewables and biofuels;Gigawatt-hour;1289.711;;
2018-03;Renewables and biofuels;Gigawatt-hour;1718.591;;
2018-04;Renewables and biofuels;Gigawatt-hour;1978.126;;
2018-05;Renewables and biofuels;Gigawatt-hour;1464.983;;
2018-06;Renewables and biofuels;Gigawatt-hour;1372.637;;
2018-07;Renewables and biofuels;Gigawatt-hour;1364.287;;
2018-08;Renewables and biofuels;Gigawatt-hour;1300.386;;
2018-09;Renewables and biofuels;Gigawatt-hour;1521.633;;
2018-10;Renewables and biofuels;Gigawatt-hour;2090.396;;
2018-11;Renewables and biofuels;Gigawatt-hour;1666.056;;
2018-12;Renewables and biofuels;Gigawatt-hour;2142.937;;
2019-01;Renewables and biofuels;Gigawatt-hour;2297.812;;
2019-02;Renewables and biofuels;Gigawatt-hour;2227.507;;
2019-03;Renewables and biofuels;Gigawatt-hour;2621.219;;
2019-04;Renewables and biofuels;Gigawatt-hour;2000.614;;
2019-05;Renewables and biofuels;Gigawatt-hour;1801.706;;
2019-06;Renewables and biofuels;Gigawatt-hour;1557.160;;
2019-07;Renewables and biofuels;Gigawatt-hour;1642.239;;
2019-08;Renewables and biofuels;Gigawatt-hour;1333.095;;
2019-09;Renewables and biofuels;Gigawatt-hour;1868.449;;
2019-10;Renewables and biofuels;Gigawatt-hour;1902.130;;
2019-11;Renewables and biofuels;Gigawatt-hour;2041.695;;
2019-12;Renewables and biofuels;Gigawatt-hour;2558.392;;
2020-01;Renewables and biofuels;Gigawatt-hour;2685.377;;
2020-02;Renewables and biofuels;Gigawatt-hour;2988.290;;
2020-03;Renewables and biofuels;Gigawatt-hour;2531.034;;
2020-04;Renewables and biofuels;Gigawatt-hour;2143.399;;
2020-05;Renewables and biofuels;Gigawatt-hour;2049.785;;
2020-06;Renewables and biofuels;Gigawatt-hour;1729.145;;
2020-07;Renewables and biofuels;Gigawatt-hour;1832.343;;
2020-08;Renewables and biofuels;Gigawatt-hour;1655.402;;
2020-09;Renewables and biofuels;Gigawatt-hour;1826.066;;
2020-10;Renewables and biofuels;Gigawatt-hour;2257.303;;
2020-11;Renewables and biofuels;Gigawatt-hour;2143.031;;
2020-12;Renewables and biofuels;Gigawatt-hour;2529.622;;
2021-01;Renewables and biofuels;Gigawatt-hour;2063.334;;
2021-02;Renewables and biofuels;Gigawatt-hour;2103.579;;
2021-03;Renewables and biofuels;Gigawatt-hour;2483.441;;
2021-04;Renewables and biofuels;Gigawatt-hour;2589.056;;
2021-05;Renewables and biofuels;Gigawatt-hour;2684.094;;
2021-06;Renewables and biofuels;Gigawatt-hour;1961.681;;
2021-07;Renewables and biofuels;Gigawatt-hour;1921.427;;
2021-08;Renewables and biofuels;Gigawatt-hour;2253.235;;
2021-09;Renewables and biofuels;Gigawatt-hour;2280.493;;
2021-10;Renewables and biofuels;Gigawatt-hour;3334.172;;
2021-11;Renewables and biofuels;Gigawatt-hour;2567.526;;
2021-12;Renewables and biofuels;Gigawatt-hour;2652.285;;
2022-01;Renewables and biofuels;Gigawatt-hour;3515.436;;
2022-02;Renewables and biofuels;Gigawatt-hour;3720.632;;
2022-03;Renewables and biofuels;Gigawatt-hour;2737.197;;
2022-04;Renewables and biofuels;Gigawatt-hour;3199.132;;
2022-05;Renewables and biofuels;Gigawatt-hour;3189.575;;
2022-06;Renewables and biofuels;Gigawatt-hour;2808.303;;
2022-07;Renewables and biofuels;Gigawatt-hour;3036.777;;
2022-08;Renewables and biofuels;Gigawatt-hour;2378.807;;
2022-09;Renewables and biofuels;Gigawatt-hour;2407.407;;
2022-10;Renewables and biofuels;Gigawatt-hour;2965.815;;
2022-11;Renewables and biofuels;Gigawatt-hour;2196.692;;
2022-12;Renewables and biofuels;Gigawatt-hour;2923.158;;
2023-01;Renewables and biofuels;Gigawatt-hour;3441.201;;
2023-02;Renewables and biofuels;Gigawatt-hour;3420.732;;
2023-03;Renewables and biofuels;Gigawatt-hour;3917.466;;
2023-04;Renewables and biofuels;Gigawatt-hour;3360.967;;
2023-05;Renewables and biofuels;Gigawatt-hour;3771.018;;
2023-06;Renewables and biofuels;Gigawatt-hour;3311.501;;
2023-07;Renewables and biofuels;Gigawatt-hour;3675.122;;
2023-08;Renewables and biofuels;Gigawatt-hour;3507.309;;
2023-09;Renewables and biofuels;Gigawatt-hour;3434.097;;
2023-10;Renewables and biofuels;Gigawatt-hour;3993.747;;
2023-11;Renewables and biofuels;Gigawatt-hour;3394.366;;
2023-12;Renewables and biofuels;Gigawatt-hour;4139.495;;
2024-01;Renewables and biofuels;Gigawatt-hour;4184.177;;
2024-02;Renewables and biofuels;Gigawatt-hour;3928.655;;
2024-03;Renewables and biofuels;Gigawatt-hour;4224.22;;
2024-04;Renewables and biofuels;Gigawatt-hour;4168.969;;
2024-05;Renewables and biofuels;Gigawatt-hour;4466.874;;
2024-06;Renewables and biofuels;Gigawatt-hour;3784.327;;
2024-07;Renewables and biofuels;Gigawatt-hour;3991.585;;
2024-08;Renewables and biofuels;Gigawatt-hour;4041.244;;
2024-09;Renewables and biofuels;Gigawatt-hour;4511.308;;
2024-10;Renewables and biofuels;Gigawatt-hour;3909.815;;
2024-11;Renewables and biofuels;Gigawatt-hour;3473.336;;
2024-12;Renewables and biofuels;Gigawatt-hour;3716.209;;
2025-01;Renewables and biofuels;Gigawatt-hour;4332.931;;
2025-02;Renewables and biofuels;Gigawatt-hour;3037.011;;
2025-03;Renewables and biofuels;Gigawatt-hour;4506.823;;
2025-04;Renewables and biofuels;Gigawatt-hour;5008.192;;
2025-05;Renewables and biofuels;Gigawatt-hour;5032.089;;
2025-06;Renewables and biofuels;Gigawatt-hour;5863.851;;
2025-07;Renewables and biofuels;Gigawatt-hour;4694.147;;
2025-08;Renewables and biofuels;Gigawatt-hour;4790.182;;
2017-01;Renewables and biofuels;Percentage;12.430;;
2017-02;Renewables and biofuels;Percentage;14.544;;
2017-03;Renewables and biofuels;Percentage;15.447;;
2017-04;Renewables and biofuels;Percentage;17.157;;
2017-05;Renewables and biofuels;Percentage;13.644;;
2017-06;Renewables and biofuels;Percentage;14.611;;
2017-07;Renewables and biofuels;Percentage;10.546;;
2017-08;Renewables and biofuels;Percentage;11.708;;
2017-09;Renewables and biofuels;Percentage;14.182;;
2017-10;Renewables and biofuels;Percentage;18.315;;
2017-11;Renewables and biofuels;Percentage;15.823;;
2017-12;Renewables and biofuels;Percentage;18.386;;
2018-01;Renewables and biofuels;Percentage;17.583;;
2018-02;Renewables and biofuels;Percentage;10.001;;
2018-03;Renewables and biofuels;Percentage;12.431;;
2018-04;Renewables and biofuels;Percentage;16.965;;
2018-05;Renewables and biofuels;Percentage;12.509;;
2018-06;Renewables and biofuels;Percentage;11.509;;
2018-07;Renewables and biofuels;Percentage;10.590;;
2018-08;Renewables and biofuels;Percentage;10.166;;
2018-09;Renewables and biofuels;Percentage;12.417;;
2018-10;Renewables and biofuels;Percentage;15.885;;
2018-11;Renewables and biofuels;Percentage;12.605;;
2018-12;Renewables and biofuels;Percentage;15.317;;
2019-01;Renewables and biofuels;Percentage;15.804;;
2019-02;Renewables and biofuels;Percentage;18.055;;
2019-03;Renewables and biofuels;Percentage;20.390;;
2019-04;Renewables and biofuels;Percentage;16.911;;
2019-05;Renewables and biofuels;Percentage;14.985;;
2019-06;Renewables and biofuels;Percentage;13.352;;
2019-07;Renewables and biofuels;Percentage;13.785;;
2019-08;Renewables and biofuels;Percentage;11.158;;
2019-09;Renewables and biofuels;Percentage;16.034;;
2019-10;Renewables and biofuels;Percentage;15.163;;
2019-11;Renewables and biofuels;Percentage;16.618;;
2019-12;Renewables and biofuels;Percentage;19.520;;
2020-01;Renewables and biofuels;Percentage;19.983;;
2020-02;Renewables and biofuels;Percentage;23.865;;
2020-03;Renewables and biofuels;Percentage;20.535;;
2020-04;Renewables and biofuels;Percentage;20.382;;
2020-05;Renewables and biofuels;Percentage;19.377;;
2020-06;Renewables and biofuels;Percentage;16.560;;
2020-07;Renewables and biofuels;Percentage;16.251;;
2020-08;Renewables and biofuels;Percentage;14.573;;
2020-09;Renewables and biofuels;Percentage;15.799;;
2020-10;Renewables and biofuels;Percentage;17.930;;
2020-11;Renewables and biofuels;Percentage;16.875;;
2020-12;Renewables and biofuels;Percentage;18.662;;
2021-01;Renewables and biofuels;Percentage;14.402;;
2021-02;Renewables and biofuels;Percentage;16.417;;
2021-03;Renewables and biofuels;Percentage;18.701;;
2021-04;Renewables and biofuels;Percentage;20.519;;
2021-05;Renewables and biofuels;Percentage;21.773;;
2021-06;Renewables and biofuels;Percentage;15.742;;
2021-07;Renewables and biofuels;Percentage;14.372;;
2021-08;Renewables and biofuels;Percentage;17.062;;
2021-09;Renewables and biofuels;Percentage;16.370;;
2021-10;Renewables and biofuels;Percentage;22.760;;
2021-11;Renewables and biofuels;Percentage;17.572;;
2021-12;Renewables and biofuels;Percentage;16.937;;
2022-01;Renewables and biofuels;Percentage;23.310;;
2022-02;Renewables and biofuels;Percentage;27.482;;
2022-03;Renewables and biofuels;Percentage;18.411;;
2022-04;Renewables and biofuels;Percentage;23.545;;
2022-05;Renewables and biofuels;Percentage;24.295;;
2022-06;Renewables and biofuels;Percentage;22.219;;
2022-07;Renewables and biofuels;Percentage;23.820;;
2022-08;Renewables and biofuels;Percentage;18.418;;
2022-09;Renewables and biofuels;Percentage;19.226;;
2022-10;Renewables and biofuels;Percentage;22.479;;
2022-11;Renewables and biofuels;Percentage;15.900;;
2022-12;Renewables and biofuels;Percentage;19.683;;
2023-01;Renewables and biofuels;Percentage;24.267;;
2023-02;Renewables and biofuels;Percentage;26.266;;
2023-03;Renewables and biofuels;Percentage;28.846;;
2023-04;Renewables and biofuels;Percentage;28.442;;
2023-05;Renewables and biofuels;Percentage;32.120;;
2023-06;Renewables and biofuels;Percentage;30.123;;
2023-07;Renewables and biofuels;Percentage;31.843;;
2023-08;Renewables and biofuels;Percentage;29.298;;
2023-09;Renewables and biofuels;Percentage;28.673;;
2023-10;Renewables and biofuels;Percentage;29.746;;
2023-11;Renewables and biofuels;Percentage;24.692;;
2023-12;Renewables and biofuels;Percentage;28.401;;
2024-01;Renewables and biofuels;Percentage;28.897;;
2024-02;Renewables and biofuels;Percentage;30.981;;
2024-03;Renewables and biofuels;Percentage;31.823;;
2024-04;Renewables and biofuels;Percentage;34.586;;
2024-05;Renewables and biofuels;Percentage;37.995;;
2024-06;Renewables and biofuels;Percentage;33.21;;
2024-07;Renewables and biofuels;Percentage;33.467;;
2024-08;Renewables and biofuels;Percentage;32.366;;
2024-09;Renewables and biofuels;Percentage;35.83;;
2024-10;Renewables and biofuels;Percentage;29.791;;
2024-11;Renewables and biofuels;Percentage;24.869;;
2024-12;Renewables and biofuels;Percentage;25.389;;
2025-01;Renewables and biofuels;Percentage;27.872;;
2025-02;Renewables and biofuels;Percentage;21.896;;
2025-03;Renewables and biofuels;Percentage;32.336;;
2025-04;Renewables and biofuels;Percentage;38.945;;
2025-05;Renewables and biofuels;Percentage;40.877;;
2025-06;Renewables and biofuels;Percentage;47.621;;
2025-07;Renewables and biofuels;Percentage;36.959;;
2025-08;Renewables and biofuels;Percentage;39.850;;
2008-01;Hydro;Gigawatt-hour;546;;
2008-02;Hydro;Gigawatt-hour;576;;
2008-03;Hydro;Gigawatt-hour;647;;
2008-04;Hydro;Gigawatt-hour;562;;
2008-05;Hydro;Gigawatt-hour;565;;
2008-06;Hydro;Gigawatt-hour;466;;
2008-07;Hydro;Gigawatt-hour;511;;
2008-08;Hydro;Gigawatt-hour;546;;
2008-09;Hydro;Gigawatt-hour;514;;
2008-10;Hydro;Gigawatt-hour;666;;
2008-11;Hydro;Gigawatt-hour;647;;
2008-12;Hydro;Gigawatt-hour;659;;
2009-01;Hydro;Gigawatt-hour;584;;
2009-02;Hydro;Gigawatt-hour;598;;
2009-03;Hydro;Gigawatt-hour;763;;
2009-04;Hydro;Gigawatt-hour;778;;
2009-05;Hydro;Gigawatt-hour;677;;
2009-06;Hydro;Gigawatt-hour;720;;
2009-07;Hydro;Gigawatt-hour;736;;
2009-08;Hydro;Gigawatt-hour;697;;
2009-09;Hydro;Gigawatt-hour;693;;
2009-10;Hydro;Gigawatt-hour;819;;
2009-11;Hydro;Gigawatt-hour;924;;
2009-12;Hydro;Gigawatt-hour;843;;
2010-01;Hydro;Gigawatt-hour;790;;
2010-02;Hydro;Gigawatt-hour;685;;
2010-03;Hydro;Gigawatt-hour;946;;
2010-04;Hydro;Gigawatt-hour;915;;
2010-05;Hydro;Gigawatt-hour;950;;
2010-06;Hydro;Gigawatt-hour;881;;
2010-07;Hydro;Gigawatt-hour;877;;
2010-08;Hydro;Gigawatt-hour;883;;
2010-09;Hydro;Gigawatt-hour;964;;
2010-10;Hydro;Gigawatt-hour;996;;
2010-11;Hydro;Gigawatt-hour;931;;
2010-12;Hydro;Gigawatt-hour;930;;
2011-01;Hydro;Gigawatt-hour;762;;
2011-02;Hydro;Gigawatt-hour;715;;
2011-03;Hydro;Gigawatt-hour;997;;
2011-04;Hydro;Gigawatt-hour;780;;
2011-05;Hydro;Gigawatt-hour;795;;
2011-06;Hydro;Gigawatt-hour;788;;
2011-07;Hydro;Gigawatt-hour;922;;
2011-08;Hydro;Gigawatt-hour;875;;
2011-09;Hydro;Gigawatt-hour;782;;
2011-10;Hydro;Gigawatt-hour;828;;
2011-11;Hydro;Gigawatt-hour;807;;
2011-12;Hydro;Gigawatt-hour;856;;
2012-01;Hydro;Gigawatt-hour;900;;
2012-02;Hydro;Gigawatt-hour;798;;
2012-03;Hydro;Gigawatt-hour;1020;;
2012-04;Hydro;Gigawatt-hour;1042;;
2012-05;Hydro;Gigawatt-hour;987;;
2012-06;Hydro;Gigawatt-hour;1028;;
2012-07;Hydro;Gigawatt-hour;954;;
2012-08;Hydro;Gigawatt-hour;928;;
2012-09;Hydro;Gigawatt-hour;862;;
2012-10;Hydro;Gigawatt-hour;972;;
2012-11;Hydro;Gigawatt-hour;1102;;
2012-12;Hydro;Gigawatt-hour;1118;;
2013-01;Hydro;Gigawatt-hour;1049;;
2013-02;Hydro;Gigawatt-hour;914;;
2013-03;Hydro;Gigawatt-hour;909;;
2013-04;Hydro;Gigawatt-hour;999;;
2013-05;Hydro;Gigawatt-hour;851;;
2013-06;Hydro;Gigawatt-hour;795;;
2013-07;Hydro;Gigawatt-hour;851;;
2013-08;Hydro;Gigawatt-hour;810;;
2013-09;Hydro;Gigawatt-hour;838;;
2013-10;Hydro;Gigawatt-hour;910;;
2013-11;Hydro;Gigawatt-hour;855;;
2013-12;Hydro;Gigawatt-hour;956;;
2014-01;Hydro;Gigawatt-hour;895;;
2014-02;Hydro;Gigawatt-hour;910;;
2014-03;Hydro;Gigawatt-hour;1045;;
2014-04;Hydro;Gigawatt-hour;949;;
2014-05;Hydro;Gigawatt-hour;1010;;
2014-06;Hydro;Gigawatt-hour;927;;
2014-07;Hydro;Gigawatt-hour;1002;;
2014-08;Hydro;Gigawatt-hour;946;;
2014-09;Hydro;Gigawatt-hour;928;;
2014-10;Hydro;Gigawatt-hour;1012;;
2014-11;Hydro;Gigawatt-hour;1000;;
2014-12;Hydro;Gigawatt-hour;1037;;
2015-01;Hydro;Gigawatt-hour;999;;
2015-02;Hydro;Gigawatt-hour;1006;;
2015-03;Hydro;Gigawatt-hour;1089;;
2015-04;Hydro;Gigawatt-hour;1041;;
2015-05;Hydro;Gigawatt-hour;1037;;
2015-06;Hydro;Gigawatt-hour;908;;
2015-07;Hydro;Gigawatt-hour;840;;
2015-08;Hydro;Gigawatt-hour;747;;
2015-09;Hydro;Gigawatt-hour;810;;
2015-10;Hydro;Gigawatt-hour;956;;
2015-11;Hydro;Gigawatt-hour;934;;
2015-12;Hydro;Gigawatt-hour;1017;;
2016-01;Hydro;Gigawatt-hour;825;;
2016-02;Hydro;Gigawatt-hour;932;;
2016-03;Hydro;Gigawatt-hour;931;;
2016-04;Hydro;Gigawatt-hour;819;;
2016-05;Hydro;Gigawatt-hour;838;;
2016-06;Hydro;Gigawatt-hour;783;;
2016-07;Hydro;Gigawatt-hour;810;;
2016-08;Hydro;Gigawatt-hour;689;;
2016-09;Hydro;Gigawatt-hour;666;;
2016-10;Hydro;Gigawatt-hour;815;;
2016-11;Hydro;Gigawatt-hour;778;;
2016-12;Hydro;Gigawatt-hour;881;;
2017-01;Hydro;Gigawatt-hour;210.071;;
2017-02;Hydro;Gigawatt-hour;213.225;;
2017-03;Hydro;Gigawatt-hour;337.647;;
2017-04;Hydro;Gigawatt-hour;305.689;;
2017-05;Hydro;Gigawatt-hour;288.106;;
2017-06;Hydro;Gigawatt-hour;162.542;;
2017-07;Hydro;Gigawatt-hour;154.275;;
2017-08;Hydro;Gigawatt-hour;146.153;;
2017-09;Hydro;Gigawatt-hour;224.225;;
2017-10;Hydro;Gigawatt-hour;278.949;;
2017-11;Hydro;Gigawatt-hour;322.452;;
2017-12;Hydro;Gigawatt-hour;373.706;;
2018-01;Hydro;Gigawatt-hour;349.044;;
2018-02;Hydro;Gigawatt-hour;246.699;;
2018-03;Hydro;Gigawatt-hour;254.218;;
2018-04;Hydro;Gigawatt-hour;281.151;;
2018-05;Hydro;Gigawatt-hour;200.196;;
2018-06;Hydro;Gigawatt-hour;135.159;;
2018-07;Hydro;Gigawatt-hour;182.351;;
2018-08;Hydro;Gigawatt-hour;141.367;;
2018-09;Hydro;Gigawatt-hour;110.896;;
2018-10;Hydro;Gigawatt-hour;132.080;;
